A|Okay.|fo_o_fw_"_by_bc
B|Hi.|fp
A|Hi.|fp
B|Okay. You want to start?|b qy
A|Um, yeah. Sure. Um, I think, I think we should have a balanced budget even if it means that services are dramatically cut back. If you can't pay for it, you shouldn't have it. Period. And,|ny na sv sv fo_o_fw_"_by_bc %
B|That is very true.|aa
A|That's just.|%
B|However, our whole economy is based on loans.|sv
A|Uh-huh.|b
B|Uh, uh, but, bet right this moment, you probably have several loans out or you have borrowed money against your credit card or something|sv sv
A|Well,|%
B|Master Charge.|sd
A|I don't have a Master Charge, thank you|ar fo_o_fw_"_by_bc
B|But, see our whole system is built on owing not borrowing.|sv
A|Right. But, that's the problem, see. Our system shouldn't be based on owing and borrowing and all that.|aa sv sv
B|Uh, true. But, uh, uh, without it, people wouldn't be able to own automobiles or they wouldn't be able to own a house.|aa sv sv
A|Yes, they would. They just wouldn't be able to own the kind of automobiles that they think they deserve to own. Or the kind of homes that we think we deserve to own. We might have to, you know, just be able to, I think, if we, a generation went without debt, then the next generation, like, if, if our, our generation, my husband and I, we're twenty-eight, if we lived our lives and didn't become, you know, indebted, like you know, our generation before us, that, um, the budget would balance. And that we became accustomed to living with what we could afford, which we wouldn't be destitute, I mean, we wouldn't be living on the street, by any means. But just compared to how spoiled we are, we would be in our own minds, but I feel like the generation after us would, oh, man, it would be so good. It would be so much better. It wouldn't be perfect, but then, they could learn to live with what they could afford to save to buy. And if you want a nicer car than that, well, you save a little longer.|ar ar sv sv sv sv sd sd sd sd sv sv sv sv sv
B|Well, now I agree, uh I agree with you one hundred percent.|aa
A|Uh-huh.|b
B|I'm just taking the other side so we'll have a discussion here. Uh, but I still go to right back to what I said. When is the time you had fifteen thousand dollars all at one time to go out and buy an automobile?|sd sd qw
A|But, see, we made poor choices in college. We took out two, both of us had twenty thousand dollars in loans, for student loans|sd sd sd
B|Uh-huh.|b
