A|Okay.|fo_o_fw_"_by_bc
B|Hi, I, uh, I like, I love to do, uh, all kinds of crafts and sewing, I, I find that's my one release|fp sd sd
A|Uh-huh. Um, I like to do like physical things like sports.|b sd
B|Uh-huh.|b
A|Um, I really enjoy softball and my favorite is volleyball,|sd sd
B|Uh-huh.|b
A|and, but, I'm at school, I'm in, you know, I I live up at the college, So sometimes it's hard for me to do that,|sd sd sd
B|Uh-huh.|b
A|so I just, like sometimes, I like, just to get away, I go to my room and I like walk in, turn the radio on, or, you know, just kind of like veg out or something.|sd sd sd
B|Uh-huh. Well I have two small kids and so, I, I don't have, you know, much time to, to go places and play sports, you know,|b sd sd
A|Uh-huh.|b
B|I have to do something where I can do it at home. So, I'm, uh, I just love to sew and, uh, you know, I I make a lot of my Christmas presents,|sd sd sd
A|Uh-huh.|b
B|and I love to do all kinds of crafts and stuff like that.|sd
A|I like to do that stuff, but when I'm in, like when I'm at school, I don't have time to do it or even time to learn how to do it.|sd
B|No, I remember when I was in college, I didn't have time to do that stuff either. It was really,|aa sd sd sd
A|Yeah.|b
B|But now, you know, I don't have a whole lot of time now but I have more time than I did, so.|sd %
A|Uh-huh.|b
B|And a lot of my sewing I kind of do out of necessity, you know, for, you know, I've got two kids to put clothes on, so.|sd % sd %
A|Yeah, exactly, uh-huh. Like, um, I have, I come from a family of twelve children,|aa aa b sd
B|Oh.|b
A|and when I'm up here, I really miss my younger brothers and sisters, so you know, that's, that's a change, because there's nine of them that are younger than me.|sd sd
B|Uh-huh.|b
A|I'll call like when I know my mom and dad aren't home, I'll call home just to talk to my little brothers and sisters. I, I really miss them a lot so I don't, I guess talking on the phone is one of my hobbies too.|sd sd % sd
B|Yeah, I, yeah, I just, uh, have, you know, one brother and he's married, and, you know, they have a couple kids, so I, you know, I don't have, uh, you know, I don't get on the phone too much. But, yeah most of my stuff is just going you know I enjoy going places with my kids and I do like sports, but I'm, you know, I don't have a lot of time for them. My, I like volleyball. Of all sports, I think that would be my favorite, because I hate basketball|b % b sd sd sd fo_o_fw_"_by_bc sd sd sd % sd sd
A|Yeah, well, I'm not much of a basketball fan either.|b sd
B|I enjoy playing volleyball but I, you know, I, I don't have a lot of time to do it, so.|sd %
A|Uh-huh, yeah.|b b
B|It's maybe once a year or something an, and then I, you know, used to play it a lot when I was in school, but now that I'm married and stuff I, you know I've like, I'm really bad. Nobody would want me on their team. I'm the, you know, I'm the opposing teams best player, so, so to speak, so.|sd % sd sd sd sd %
A|Uh-huh.|b
B|But, yeah, I enjoy, um, you know, just, I, you know, I have varied interests and stuff and yeah, so.|b sd sd % %
A|Yeah, um, not that I like reading, but I do do a lot of reading while I'm here at school.|b sd
B|Uh-huh.|b
A|Do you like reading as a hobby?|qy
B|Uh, I love to read, but I, you know, I don't have a lot of time to read an, You know, what reading I do, I kind of do because it's, you know, it's the necessary stuff|na
A|Yeah.|b
B|as far as fun reading, you know, I maybe get to read the Sunday paper, but, that's about it, you know, so.|sd %
A|Yeah.|b
B|Yeah, I don't have a lot of time to read. I, yeah, I remember in college, I did a lot of reading, most of it text books, so.|b sd sd %
A|Uh-huh.|b
B|And, just, you know keeping busy with everything else going on, so. But yeah, I, I like to do, uh, I've made stuffed cows, you know, dress, you know, dolls, they're like dolls,|% sd % sd sd sd
A|Uh-huh.|b
B|you know, you make clothes for them and everything like that.|qy
A|Yeah.|ny
B|They, those have been real popular with my family. I've had them calling up and saying, will you make me another one and, so, I do things like that, you know, if I had more time, I'd probably do it and sell the stuff but, you know, I don't have enough time to do it to really, you know, take orders on it,|sd sd sd sd sd
A|Uh-huh, yeah.|b b
B|you know, it's like I can only do it when I have time. I have a whole stack of material and patterns to sew up as it is, so.|sd sd %
A|Do you, um, I know one thing that's pretty popular with the girls up here at college, and I make them also, is the padded covered photo albums?|qy qy^d
B|Oh yeah, uh-huh, I do, I've done those too, before, yeah.|ny ny sd sd b
A|Uh-huh.|b
B|Those are real, I, I have a several of those that I've made like as wedding gifts, you know. I made them out of all lace and, and satin, you know, and made them as wedding gifts and stuff like that, so.|sd sd sd %
A|Yeah.|b
B|Those are real popular, in fact, I got some of those for my wedding, so.|sv sd %
A|Uh-huh. I know they're real popular here at school, also.|b sd
B|Uh-huh, yeah, yeah, those are fun to do, and just little things, you know, I, I didn't have a lot of, when I was in college I did, you know, I did sewing for other people when I had time, you know, like if somebody needed a bridesmaids, maids dress made, I'd make that, but that's about all the sewing I did, I never had time for, you know, to sew myself a new dress or anything like that so, but, yeah.|b b b sv sd sd sd sd sd sd %
A|Uh-huh.|b
B|I just kind of sew for my kids and that's about it, so. Well, I guess maybe we've covered the topic, pretty good.|sd sd % sv
A|Yeah. I really don't have any other.|aa sv
B|Yeah, I'm not too much, uh, you know, I don't have a lot of hobbies, mine are just mostly, you know things I just do out of necessity.|b sd sd sd
A|Uh-huh.|b
B|Okay, well, it's been nice talking to you.|fc fc
A|It was nice talking to you too.|fc
B|Good luck in school.|fc
A|Thanks.|fc
B|Bye, bye|fc
A|Bye, bye.|fc
